"","text","user_screen_name","is_retweet","date_created","truncated","quote_count","reply_count","retweet_count","favorite_count","retweet_text","retweet_original_user"
"24","@Sovereign_Syre Wow! My usual gift of gab unfortunately impaired by this AMs fentanyl &amp; vistaril. Looking good! :)","drjohn10",FALSE,"Sat Dec 31 03:54:40 +0000 2011",FALSE,0,0,0,0,NA,NA
"25","Holy Shit! Doing Barbell squats when you're wacked out from fentanyl patch is an experience.Don't know how I got in a workout tonight.","fuckcancer58",FALSE,"Sat Dec 31 03:25:34 +0000 2011",FALSE,0,0,0,0,NA,NA
"26","Fentanyl transdermal system: Uses and side effects - Helium http://t.co/DFGAjb7L","MenakaSanthush",FALSE,"Sat Dec 31 03:25:15 +0000 2011",FALSE,0,0,0,0,NA,NA
"27","Fentanyl Pain Patch Caused Me to Stop Urinating: I started using the Fentanyl Patch about 2 years ago for chroni... http://t.co/MkOhsE1m","teeranggool5",FALSE,"Sat Dec 31 02:43:44 +0000 2011",FALSE,0,0,0,0,NA,NA
"28","@LikeHellIam the doctor said she'll give me about 50% more fentanyl via IV than I got last time.","jkoneman",FALSE,"Sat Dec 31 02:03:46 +0000 2011",FALSE,0,0,0,0,NA,NA
"29","Fentanyl patch on deck. Hope this helps with the pain without making me a junkie. It's not morphine though. Lol","Foxyma2k9",FALSE,"Sat Dec 31 01:48:23 +0000 2011",FALSE,0,0,0,0,NA,NA
"30","Jay Bennett Fentanyl #heroin #Overdose http://t.co/7FRnP3Vw","addictin_report",FALSE,"Sat Dec 31 01:35:06 +0000 2011",FALSE,0,0,0,0,NA,NA
"31","DNANews ONSOLIS to Benefit from Approval of Class-Wide REMS for All Transmucosal Fentanyl Products: ONSOLIS to B... http://t.co/BVqf2PQs","PharmaDiversity",FALSE,"Sat Dec 31 00:28:20 +0000 2011",FALSE,0,0,0,0,NA,NA
"32","FDA Approves Class REMS for Immediate-Release Fentanyl - http://t.co/tSTZmi1s","medschoolentry",FALSE,"Fri Dec 30 23:36:41 +0000 2011",FALSE,0,0,0,0,NA,NA
"33","@neo_andreas och nästan alla har slutat rakt av, varit sura i en vecka och sen fine. Inte fentanyl vi pratar om direkt.","Sir_Cobra",FALSE,"Fri Dec 30 23:23:07 +0000 2011",FALSE,0,2,0,0,NA,NA
"34","FDA Approves Shared REMS (Risk Evaluation and Mitigation Strategy) Program for all TIRF (Transmuc... http://t.co/YrKJgDM8 #medicaldevice","MDT_Mag",FALSE,"Fri Dec 30 22:34:17 +0000 2011",FALSE,0,0,0,0,NA,NA
"35","@fillegrossiere as soon as i get back to Ohio I'm buying a pile of fentanyl and Tony Montana-ing face first into it, ur invited","KnownBreeder",FALSE,"Fri Dec 30 22:24:45 +0000 2011",FALSE,0,1,0,0,NA,NA
"36","RT @MedscapePsych: FDA Approves Class REMS for Immediate-Release Fentanyl http://t.co/sV32Ny1I","HugoRubalcava",TRUE,"Fri Dec 30 21:33:45 +0000 2011",FALSE,0,0,0,0,"FDA Approves Class REMS for Immediate-Release Fentanyl http://t.co/sV32Ny1I","MedscapePsych"
"37","FDA Approves Shared REMS (Risk Evaluation and Mitigation Strategy) Program for all TIRF… http://t.co/750rCUiI","gochujang81",FALSE,"Fri Dec 30 21:28:09 +0000 2011",FALSE,0,0,0,0,NA,NA
"38","FDA Approves Shared REMS (Risk Evaluation and Mitigation Strategy) Program for ... http://t.co/FqDcZz1u","DebbieBellner",FALSE,"Fri Dec 30 21:25:42 +0000 2011",FALSE,0,0,0,0,NA,NA
"39","FDA Approves Shared REMS (Risk Evaluation and Mitigation Strategy) Program for ... http://t.co/qkQqf28T","alterhealth",FALSE,"Fri Dec 30 21:11:47 +0000 2011",FALSE,0,0,0,0,NA,NA
"40","FDA Approves Shared REMS (Risk Evaluation and Mitigation Strategy) Program for ... http://t.co/ZhdC0vl8","LookRadiant",FALSE,"Fri Dec 30 21:11:45 +0000 2011",FALSE,0,0,0,0,NA,NA
"41","FDA Approves Shared REMS (Risk Evaluation and Mitigation Strategy) Program for ...: Ltd. (KHK), and an internati... http://t.co/WFlRTve5","lifematters2you",FALSE,"Fri Dec 30 21:05:11 +0000 2011",FALSE,0,0,0,0,NA,NA
"42","RT @FDA_Drug_Info: FDA approves a class REMS for transmucosal immediate-release fentanyl (TIRF) medicines. http://t.co/vo4dNCAc","BackInTheBurg",TRUE,"Fri Dec 30 21:02:00 +0000 2011",FALSE,0,0,0,0,"FDA approves a class REMS for transmucosal immediate-release fentanyl (TIRF) medicines. http://t.co/vo4dNCAc","FDA_Drug_Info"
"43","@AionCaius @Aion_Fentanyl With the true, not-inflated numbers we have, holding off a Thanks-led elyos force is an accomplishment.","aionVlad",FALSE,"Fri Dec 30 20:43:58 +0000 2011",FALSE,0,0,0,0,NA,NA
"44","FDA Approves Shared REMS (Risk Evaluation and Mitigation Strategy) Program for all TIRF (Transmucosal Immediate… http://t.co/NOzdOCK4","newsgnomes",FALSE,"Fri Dec 30 20:32:21 +0000 2011",FALSE,0,0,0,0,NA,NA
"45","FDA Approves Shared REMS (Risk Evaluation and Mitigation Strategy) Program for all TIRF (Transmucosal Immediate… http://t.co/sOOQKzQ2","PRbuilder",FALSE,"Fri Dec 30 20:15:09 +0000 2011",FALSE,0,0,0,0,NA,NA
"46","re:pain patch??? (fentanyl has fangs): Had those for my late wife. Couldn't keep up a morphine drip at home. End... http://t.co/Qgm4qDgo","Rants_and_Raves",FALSE,"Fri Dec 30 20:07:34 +0000 2011",FALSE,0,0,0,0,NA,NA
"47","http://t.co/zEsBmbn3 FDA Approves Shared REMS (Risk Evaluation and Mitigation Strategy) Pro... http://t.co/dyx6SCio http://t.co/zEsBmbn3","cstudentlounge",FALSE,"Fri Dec 30 19:57:59 +0000 2011",FALSE,0,0,0,0,NA,NA
"48","FDA Approves Shared REMS (Risk Evaluation and Mitigation Strategy) Program for all TIRF (Transmucosal Immediate ... http://t.co/5C8sz3sz","heronjp",FALSE,"Fri Dec 30 19:53:05 +0000 2011",FALSE,0,0,0,0,NA,NA
"49","FDA Approves Class REMS for Immediate-Release Fentanyl FDA Approves Class REMS for Immediate-Release Fentanyl http://t.co/uNbzEOhp","100BestLinks",FALSE,"Fri Dec 30 19:52:58 +0000 2011",FALSE,0,0,0,0,NA,NA
"50","@jozzjonz FDA Approves Shared REMS (Risk Evaluation and Mitigation Strategy) Program for ...: Prescribing and di... http://t.co/IQppdzVu","sportsalmighty",FALSE,"Fri Dec 30 19:45:52 +0000 2011",FALSE,0,0,0,0,NA,NA
"51","Just hate taking pills. Pills for this and that. On alsorts even morphine and fentanyl for pain x","Amanda_baby_x",FALSE,"Fri Dec 30 19:00:33 +0000 2011",FALSE,0,0,0,0,NA,NA
"52","FDA New Drugs Feed: Questions and Answers: FDA approves a class Risk Evaluation and Mitigat (http://t.co/ABNuToQe) #Answers #approves #Class","best_ltc",FALSE,"Fri Dec 30 17:28:12 +0000 2011",FALSE,0,0,0,0,NA,NA
"53","FDA Approves Class REMS for ImmediateRelease Fentanyl http://t.co/lXRpX98z","GxP_Services",FALSE,"Fri Dec 30 17:09:07 +0000 2011",FALSE,0,0,0,0,NA,NA
"54","News Article : Single REMS Coming for Some Fentanyl Products http://t.co/5hmRS0YQ","Rx3000Software",FALSE,"Fri Dec 30 16:53:54 +0000 2011",FALSE,0,0,0,0,NA,NA
"55","FDA approves REMS program for transmucosal fentanyl product: BioDelivery Sciences International has responded to... http://t.co/PKCqczvq","DeliveryDrug",FALSE,"Fri Dec 30 16:01:26 +0000 2011",FALSE,0,0,0,0,NA,NA
"56","US FDA approves a ""shared system"" REMS for transmucosal immediate-release fentanyl (TIRF) products: http://t.co/uzQFQmom","RegLinkNews",FALSE,"Fri Dec 30 15:15:46 +0000 2011",FALSE,0,0,0,0,NA,NA
"57","@unergbioquimica doctor, el fentanyl se consigue aqui en vzla en parches ?","juanc_c",FALSE,"Fri Dec 30 14:30:26 +0000 2011",FALSE,0,0,0,0,NA,NA
"58","#fentanyl #REMS, nice to see pharmaceutical companies with #opioids playing nice in the sandbox. Hats off 2 all of u! http://t.co/FyNnwN0","JeffreyFudin",FALSE,"Fri Dec 30 14:04:41 +0000 2011",FALSE,0,0,0,0,NA,NA
"59","RT @ASHPOfficial: Single REMS Coming for Some Fentanyl Products (ASHP News Update) http://t.co/4gtvpwxt","JeffreyFudin",TRUE,"Fri Dec 30 14:00:43 +0000 2011",FALSE,0,0,0,0,"Single REMS Coming for Some Fentanyl Products (ASHP News Update) http://t.co/4gtvpwxt","ASHPOfficial"
"60","FDA approves REMS program for transmucosal fentanyl product: BioDelivery Sciences International has responded to... http://t.co/tiRadvM8","ClinicalApprova",FALSE,"Fri Dec 30 13:37:34 +0000 2011",FALSE,0,0,0,0,NA,NA
"61","BioPortfolio News FDA approves REMS program for transmucosal fentanyl product http://t.co/lJX6ikcq BioPortfolio News","BioPressRelease",FALSE,"Fri Dec 30 13:35:39 +0000 2011",FALSE,0,0,0,0,NA,NA
"62","Single REMS Coming for Some Fentanyl Products (ASHP News Update) http://t.co/4gtvpwxt","ASHPOfficial",FALSE,"Fri Dec 30 13:33:00 +0000 2011",FALSE,0,0,1,0,NA,NA
"63","BioPortfolio News FDA approves REMS program for transmucosal fentanyl product: BioDelivery Sci... http://t.co/TAz98kdj BioPortfolio News","DrugApprovalBio",FALSE,"Fri Dec 30 13:12:49 +0000 2011",FALSE,0,0,0,0,NA,NA
"64","BDSI CEO: Shared fentanyl REMS puts Onsolis on level playing field http://t.co/V9KyZbpV #biotech #pharma","PharmaScrip",FALSE,"Fri Dec 30 13:12:25 +0000 2011",FALSE,0,0,0,0,NA,NA
"65","BioPortfolio News FDA approves REMS program for transmucosal fentanyl product: BioDelivery Sci... http://t.co/2cO18l7o BioPortfolio News","Food_Safety",FALSE,"Fri Dec 30 13:07:31 +0000 2011",FALSE,0,0,0,0,NA,NA
"66","FDA approves REMS program for transmucosal fentanyl product: BioDelivery Sciences International, has responded t... http://t.co/qx7XXQj7","BioSpectrum",FALSE,"Fri Dec 30 12:02:30 +0000 2011",FALSE,0,0,0,0,NA,NA
"67","@feegungz fentanyl <U+0E43><U+0E0A><U+0E49><U+0E43><U+0E19><U+0E04><U+0E19><U+0E21><U+0E31><U+0E49><U+0E22><U+0E04><U+0E23><U+0E31><U+0E1A>","kimanakub",FALSE,"Fri Dec 30 11:26:02 +0000 2011",FALSE,0,1,0,0,NA,NA
"68","Fentanyl transdermal system: Uses and side effects http://t.co/Asjqoy9E","anilsiri19",FALSE,"Fri Dec 30 10:52:41 +0000 2011",FALSE,0,0,0,0,NA,NA
"69","Fentanyl transdermal system: Uses and side effects - http://t.co/tYel0ZC","Pandula77",FALSE,"Fri Dec 30 10:36:21 +0000 2011",FALSE,0,0,0,0,NA,NA
"70","DTN Breaking News: DTN Pharma News: BDSI CEO: Shared fentanyl REMS puts Onsolis on level playing field: With the... http://t.co/BHQWQprW","PapaSmurf1902",FALSE,"Fri Dec 30 08:41:24 +0000 2011",FALSE,0,0,0,0,NA,NA
"71","You: DTN Pharma News: BDSI CEO: Shared fentanyl REMS puts Onsolis on level playing field: With the aim of easing... http://t.co/pQaX0stW","GreetingsSeason",FALSE,"Fri Dec 30 08:26:31 +0000 2011",FALSE,0,0,0,0,NA,NA
"72","US introduces extra safety step for transmucosal  fentanyl (""morphine lollipops)  http://t.co/cgYa35oV Do we need same? @fda_drug_info","OisinOhAlmhain",FALSE,"Fri Dec 30 08:25:38 +0000 2011",FALSE,0,0,0,0,NA,NA
"73","DTN Pharma News: BDSI CEO: Shared fentanyl REMS puts Onsolis on level playing field: With the aim of easing the ... http://t.co/PxM1deSh","DTNPharmaNews",FALSE,"Fri Dec 30 08:21:07 +0000 2011",FALSE,0,0,0,0,NA,NA
"74","RT @FDA_Drug_Info: FDA approves a class REMS for transmucosal immediate-release fentanyl (TIRF) medicines. http://t.co/vo4dNCAc","kamaltakhi",TRUE,"Fri Dec 30 07:42:03 +0000 2011",FALSE,0,0,0,0,"FDA approves a class REMS for transmucosal immediate-release fentanyl (TIRF) medicines. http://t.co/vo4dNCAc","FDA_Drug_Info"
"75","FDA Approves Class REMS for Immediate-Release Fentanyl http://t.co/XPNLA87g","100BestLinks",FALSE,"Fri Dec 30 05:24:08 +0000 2011",FALSE,0,0,0,0,NA,NA
"76","Fentanyl ... *jambak jambak kerudung*","SariSaloh",FALSE,"Fri Dec 30 05:20:10 +0000 2011",FALSE,0,0,0,0,NA,NA
"77","Just finished a gallbladder removal surgery! 4 year old boxer with a ruptured gallbladder. On plasma and fentanyl now. Please no DIC!","jeffChalkley",FALSE,"Fri Dec 30 04:51:03 +0000 2011",FALSE,0,1,0,0,NA,NA
"78","FDA Approves Class REMS for Immediate-Release Fentanyl http://t.co/sV32Ny1I","MedscapePsych",FALSE,"Fri Dec 30 04:15:49 +0000 2011",FALSE,0,0,1,0,NA,NA
"79","Do you know about TIRF REMS? #fentanyl http://t.co/zzGG9qBg","domdiag",FALSE,"Fri Dec 30 04:13:28 +0000 2011",FALSE,0,0,0,0,NA,NA
"80","FDA Approves Class REMS for Immediate-Release Fentanyl http://t.co/8p0VduBz","MedscapeNeuro",FALSE,"Fri Dec 30 03:49:51 +0000 2011",FALSE,0,0,0,0,NA,NA
"81","Same old tweet,got in a good workout,but dizzy and tired from fentanyl patch.I'm going to try something called hydrogen provide therapy.","fuckcancer58",FALSE,"Fri Dec 30 03:43:51 +0000 2011",FALSE,0,1,0,0,NA,NA
"82","Fentanyl transdermal system: Uses and side effects - Helium http://t.co/DFGAjb7L","MenakaSanthush",FALSE,"Fri Dec 30 03:35:24 +0000 2011",FALSE,0,0,0,0,NA,NA
"83","RT @BioWorld: The FDA approves a single classwide REMS for transmucosal immediate-release fentanyl. http://t.co/3zPpldcU","ryhardyvitro",TRUE,"Fri Dec 30 02:51:50 +0000 2011",FALSE,0,0,0,0,"The FDA approves a single classwide REMS for transmucosal immediate-release fentanyl. http://t.co/3zPpldcU","BioWorld"
"84","@FrailConnolly slap on a fentanyl patch, Timmy!","minkahunter",FALSE,"Fri Dec 30 02:46:41 +0000 2011",FALSE,0,0,0,0,NA,NA
"85","@melistress ask for fentanyl.","WskyTangoFxtrot",FALSE,"Fri Dec 30 02:07:47 +0000 2011",FALSE,0,1,0,0,NA,NA
"86","Addictions plague health workers: In 2009, a surgical technician in Denver stole syringes filled with Fentanyl, ... http://t.co/wuBat0a7","Derek_ST1",FALSE,"Fri Dec 30 00:38:04 +0000 2011",FALSE,0,0,0,0,NA,NA
"87","FDA Issues One REMS for All Transmucosal Fentanyl: 28 approved a class-wide risk management program for all tran... http://t.co/JGTy349b","agranovb",FALSE,"Fri Dec 30 00:34:24 +0000 2011",FALSE,0,0,0,0,NA,NA
"88","RT @MedscapeNeuro: FDA approves a class REMS for transmucosal immediate-release fentanyl http://t.co/Z9aECFO7","sgjeffrey",TRUE,"Thu Dec 29 23:43:31 +0000 2011",FALSE,0,0,0,0,"FDA approves a class REMS for transmucosal immediate-release fentanyl http://t.co/Z9aECFO7","MedscapeNeuro"
"89","FDA approves a class REMS for transmucosal immediate-release fentanyl http://t.co/1bYt5215","MedscapePharm",FALSE,"Thu Dec 29 23:40:55 +0000 2011",FALSE,0,0,0,0,NA,NA
"90","FDA approves a class REMS for transmucosal immediate-release fentanyl http://t.co/iqkraZIh","MedscapeOnc",FALSE,"Thu Dec 29 23:40:52 +0000 2011",FALSE,0,0,0,1,NA,NA
"91","FDA approves a class REMS for transmucosal immediate-release fentanyl http://t.co/uiMNnQqI","MedscapePubHlth",FALSE,"Thu Dec 29 23:40:52 +0000 2011",FALSE,0,0,0,0,NA,NA
"92","FDA approves a class REMS for transmucosal immediate-release fentanyl http://t.co/KbM7mXkG","Medscape",FALSE,"Thu Dec 29 23:40:52 +0000 2011",FALSE,0,0,0,1,NA,NA
"93","FDA approves a class REMS for transmucosal immediate-release fentanyl http://t.co/WClF3570","MedscapePsych",FALSE,"Thu Dec 29 23:40:52 +0000 2011",FALSE,0,0,0,0,NA,NA
"94","FDA approves a class REMS for transmucosal immediate-release fentanyl http://t.co/azgT3N2t","MedscapeNurses",FALSE,"Thu Dec 29 23:40:52 +0000 2011",FALSE,0,0,0,0,NA,NA
"95","FDA approves a class REMS for transmucosal immediate-release fentanyl http://t.co/Dd6e2ImJ","MedscapeEM",FALSE,"Thu Dec 29 23:40:52 +0000 2011",FALSE,0,0,0,0,NA,NA
"96","FDA approves a class REMS for transmucosal immediate-release fentanyl http://t.co/Z9aECFO7","MedscapeNeuro",FALSE,"Thu Dec 29 23:40:52 +0000 2011",FALSE,0,0,2,0,NA,NA
"97","FDA approves a class REMS for transmucosal immediate-release fentanyl (TIRF) medicines. http://t.co/U4V7S5SR","Omidhakami",FALSE,"Thu Dec 29 23:30:13 +0000 2011",FALSE,0,0,0,0,NA,NA
"98","<U+25C8> FDA Approves Class REMS for Immediate-Release Fentanyl: With the shared REMS, the agency hopes to decrease... http://t.co/zKGwhxnX <U+25C8>","fylupz",FALSE,"Thu Dec 29 23:18:22 +0000 2011",FALSE,0,0,0,0,NA,NA
"99","#PeterSaysRead Elsewhere on Twitter: FDA Issues One REMS for All Transmucosal Fentanyl - Th... http://t.co/O0fvoXe2 #risk #bank #finance","Bank_Risk",FALSE,"Thu Dec 29 23:09:33 +0000 2011",FALSE,0,0,0,0,NA,NA
"100","FDA Issues One REMS for All Transmucosal Fentanyl: 28 approved a class-wide risk management program for all tran... http://t.co/R30uqdeB","GDirector",FALSE,"Thu Dec 29 22:42:06 +0000 2011",FALSE,0,0,0,0,NA,NA
"101","Fentanyl PDF Book :) Perfect :) http://t.co/7xIjcTDy","pdfebooks5",FALSE,"Sat Jun 30 23:59:52 +0000 2012",FALSE,0,0,0,0,NA,NA
"102","Forum: Fentanyl Withdrawal Symptoms - Hey nutty and Shannon  I'm still kicking. Sorry it's taken so long to keep in ... http://t.co/TgR2zvvI","druginfo",FALSE,"Sat Jun 30 23:25:46 +0000 2012",FALSE,0,0,0,0,NA,NA
"103","@vincentgrieve Heh, done that, tho not with beer (not allowed 2 drink on Fentanyl) I'll add u on facebook then u can join my support group?","tinamurphy234",FALSE,"Sat Jun 30 22:40:23 +0000 2012",FALSE,0,1,0,0,NA,NA
"104","@paloguitars Aww, poor darlingface :0( I have to take drugs, or I won't be me. I'm itching like mad right now, had lots of fentanyl xxxxxxxx","kissmyshades",FALSE,"Sat Jun 30 20:07:56 +0000 2012",FALSE,0,0,0,0,NA,NA
"105","@Factory_Foddr Haha! You do right! I'm cooking the ex's dinner, then I'm staring on the gin. Had a load of fentanyl and tramadol too :-D","kissmyshades",FALSE,"Sat Jun 30 18:09:32 +0000 2012",FALSE,0,1,0,0,NA,NA
"106","Ok so todays meds at hospital were 20mg Buscopan and Fentanyl 100ug","Jules_Clarke",FALSE,"Sat Jun 30 15:22:46 +0000 2012",FALSE,0,0,0,0,NA,NA
"107","udah gak ngok da cenah mah RT @herlinadinda: @anggranggraa @mayatiara suntikk fentanyl ajj klw masiii ngokkkk :p","anggraprtw",FALSE,"Sat Jun 30 14:26:08 +0000 2012",FALSE,0,1,0,0,NA,NA
"108","mylan discounts on fentanyl 50 mcg patches http://t.co/DZBpjaYY","FrederickKunkel",FALSE,"Sat Jun 30 14:22:45 +0000 2012",FALSE,0,0,0,0,NA,NA
"109","will 25 mcg of fentanyl help withdrawl from oxycontin http://t.co/Hjq18TJn","MelvinKirkpatri",FALSE,"Sat Jun 30 13:45:40 +0000 2012",FALSE,0,0,0,0,NA,NA
"110","@latentexistence they really looked after me on the col thing. Sod pethadine, they gave me huge fentanyl.","Jules_Clarke",FALSE,"Sat Jun 30 13:19:44 +0000 2012",FALSE,0,0,0,0,NA,NA
"111","""Uhh all 4 of my Fentanyl boxes were sealed but were each missing 1 patch."" Ok man and the sun is cold..... :X","nibzalmani",FALSE,"Sat Jun 30 12:56:56 +0000 2012",FALSE,0,0,0,0,NA,NA
"112","@VirtualResistan cos of high dose of fentanyl","Jules_Clarke",FALSE,"Sat Jun 30 12:55:43 +0000 2012",FALSE,0,1,0,0,NA,NA
"113","Fentanyl - Drugs Forum http://t.co/BsbB0vqh this.","Jules_Clarke",FALSE,"Sat Jun 30 12:41:24 +0000 2012",FALSE,0,0,0,0,NA,NA
"114","This high dose thing I had that means unsafe to leave till 4 was fentanyl","Jules_Clarke",FALSE,"Sat Jun 30 12:37:18 +0000 2012",FALSE,0,2,0,0,NA,NA
"115","Fentanyl transdermal system: Uses and side effects - http://t.co/tYel0ZC","Pandula77",FALSE,"Sat Jun 30 12:35:48 +0000 2012",FALSE,0,0,0,0,NA,NA
"116","Fentanyl transdermal system: Uses and side effects http://t.co/AsjlQY8K","anilsiri19",FALSE,"Sat Jun 30 12:26:27 +0000 2012",FALSE,0,0,0,0,NA,NA
"117","Different Ways To Prevent Addiction To Fentanyl Upon Using It: The power of substance abuse… http://t.co/bLFD9iiv","aliva08",FALSE,"Sat Jun 30 11:22:29 +0000 2012",FALSE,0,0,0,0,NA,NA
"118","oxycodone anger fentanyl http://t.co/VnB16nKO","AsherFong",FALSE,"Sat Jun 30 10:38:13 +0000 2012",FALSE,0,0,0,0,NA,NA
"119","0,2 mg/kg Ketamine sc + 0,8-1 mcg/kg Fentanyl iv awesome mix, love it! Minimal benzo dose prn perhaps and fracture reduction absolute bliss","socalexmd",FALSE,"Sat Jun 30 09:57:44 +0000 2012",FALSE,0,0,0,0,NA,NA
"120","mephedrone, ephedrine, ketamine, fentanyl patches for sale http://t.co/TokCstzq","dublinbuysell",FALSE,"Sat Jun 30 09:02:27 +0000 2012",FALSE,0,0,0,0,NA,NA
"121","Fentanyl transdermal system: Uses and side effects - Helium http://t.co/DFGvLAYB","MenakaSanthush",FALSE,"Sat Jun 30 05:35:10 +0000 2012",FALSE,0,0,0,0,NA,NA
"122","Almost feeling like myself again, yay! Versed and fentanyl kicked my ass!","pjporten",FALSE,"Sat Jun 30 04:20:42 +0000 2012",FALSE,0,0,0,0,NA,NA
"123","@soapfanfiction Had an endoscopy today and either the versed or fentanyl kicked my butt! I'm just so sleepy!Might become sleeping beauty!lol","pjporten",FALSE,"Sat Jun 30 03:04:19 +0000 2012",FALSE,0,1,0,0,NA,NA
"124","@AdamS_MUFC @saugaat bring me some they said it is good for pain this fentanyl shot sucks","Sarlexi",FALSE,"Sat Jun 30 02:17:11 +0000 2012",FALSE,0,1,0,0,NA,NA
"125","Fentanyl (morphine) patches are NOT SUITABLE for patients with brain tumors. The principle doctor is HELL GOING TO GET IT THIS TIME.","spacemanoveramk",FALSE,"Sat Jun 30 01:01:05 +0000 2012",FALSE,0,0,0,0,NA,NA
